156,123,73,249,183,128,175,121,131,226,53,94
156,123,73,249,183,128,175,121,131,226,53,94
156,123,73,249,183,128,175,121,131,226,53,94
205,189,151,142,133,61,136,234,132,11,24,37
205,189,151,142,133,61,136,234,132,11,24,37
205,189,151,142,133,61,136,234,132,11,24,37
,,,,,,,,,,,
GA,GA,GA,BL,BL,BL,,,,,,
