173,9,242,17,79,239,159,117,149,39,88,236
173,9,242,17,79,239,159,117,149,39,88,236
173,9,242,17,79,239,159,117,149,39,88,236
116,193,134,238,110,186,179,164,1,144,161,45
116,193,134,238,110,186,179,164,1,144,161,45
116,193,134,238,110,186,179,164,1,144,161,45
,,,,,,,,,,,
GA,GA,GA,BL,BL,BL,47,47,47,235,235,235
