Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Mg User Factor Slope,Mg User Factor Offset,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Al User Factor Slope,Al User Factor Offset,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,Si User Factor Slope,Si User Factor Offset,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,P User Factor Slope,P User Factor Offset,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,S User Factor Slope,S User Factor Offset,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,K User Factor Slope,K User Factor Offset,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ca User Factor Slope,Ca User Factor Offset,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,Ti User Factor Slope,Ti User Factor Offset,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,V User Factor Slope,V User Factor Offset,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Cr User Factor Slope,Cr User Factor Offset,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Mn User Factor Slope,Mn User Factor Offset,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Fe User Factor Slope,Fe User Factor Offset,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Co User Factor Slope,Co User Factor Offset,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Ni User Factor Slope,Ni User Factor Offset,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Cu User Factor Slope,Cu User Factor Offset,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,Zn User Factor Slope,Zn User Factor Offset,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,As User Factor Slope,As User Factor Offset,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Se User Factor Slope,Se User Factor Offset,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Rb User Factor Slope,Rb User Factor Offset,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Sr User Factor Slope,Sr User Factor Offset,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Y User Factor Slope,Y User Factor Offset,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Zr User Factor Slope,Zr User Factor Offset,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Nb User Factor Slope,Nb User Factor Offset,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Mo User Factor Slope,Mo User Factor Offset,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Ag User Factor Slope,Ag User Factor Offset,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Cd User Factor Slope,Cd User Factor Offset,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sn User Factor Slope,Sn User Factor Offset,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Sb User Factor Slope,Sb User Factor Offset,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,Ba User Factor Slope,Ba User Factor Offset,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,W User Factor Slope,W User Factor Offset,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Hg User Factor Slope,Hg User Factor Offset,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Pb User Factor Slope,Pb User Factor Offset,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Bi User Factor Slope,Bi User Factor Offset,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,Th User Factor Slope,Th User Factor Offset,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,U User Factor Slope,U User Factor Offset,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,LE User Factor Slope,LE User Factor Offset,Sample ID,Sample Type,Project,User,Real Time 1,Real Time 2
843772,15,2023-03-14,10:36:00,Geochem(3-Beam),,15,No,,,PPM,,,,19110,991,1,0,,,,1423,256,1,0,,,,8946,75,1,0,,,,14025,58,1,0,,,,10200,43,1,0,,,,91566,280,1,0,,,,20444,70,1,0,,,,<LOD,220,1,0,,,,<LOD,54,1,0,,,,<LOD,37,1,0,,,,235,10,1,0,,,,169,8,1,0,,,,<LOD,15,1,0,,,,<LOD,8,1,0,,,,27,2,1,0,,,,93,2,1,0,,,,<LOD,4,1,0,,,,<LOD,3,1,0,,,,52,1,1,0,,,,82,1,1,0,,,,<LOD,5,1,0,,,,<LOD,7,1,0,,,,<LOD,6,1,0,,,,4,1,1,0,,,,<LOD,21,1,0,,,,<LOD,22,1,0,,,,<LOD,28,1,0,,,,20,6,1,0,,,,<LOD,958,1,0,,,,<LOD,14,1,0,,,,<LOD,11,1,0,,,,3,1,1,0,,,,<LOD,48,1,0,,,,27,2,1,0,,,,12,1,1,0,,,,833561,991,1,0,174,Powder,IPH_Induction,IPH,15,45
843772,16,2023-03-14,10:37:25,Geochem(3-Beam),,16,No,,,PPM,,,,13062,912,1,0,,,,1777,262,1,0,,,,2977,51,1,0,,,,9340,42,1,0,,,,11370,44,1,0,,,,105898,312,1,0,,,,10972,44,1,0,,,,<LOD,193,1,0,,,,<LOD,55,1,0,,,,<LOD,36,1,0,,,,121,8,1,0,,,,124,7,1,0,,,,<LOD,14,1,0,,,,<LOD,8,1,0,,,,26,2,1,0,,,,89,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,67,1,1,0,,,,48,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,6,1,0,,,,<LOD,7,1,0,,,,<LOD,21,1,0,,,,<LOD,21,1,0,,,,<LOD,28,1,0,,,,<LOD,37,1,0,,,,<LOD,1023,1,0,,,,<LOD,12,1,0,,,,<LOD,10,1,0,,,,3,1,1,0,,,,<LOD,45,1,0,,,,19,2,1,0,,,,8,1,1,0,,,,844098,919,1,0,100,Powder,IPH_Induction,IPH,15,45
843772,17,2023-03-14,10:38:50,Geochem(3-Beam),,17,No,,,PPM,,,,7831,789,1,0,,,,738,231,1,0,,,,2445,44,1,0,,,,10737,43,1,0,,,,13077,45,1,0,,,,94568,258,1,0,,,,5936,29,1,0,,,,<LOD,192,1,0,,,,<LOD,48,1,0,,,,<LOD,32,1,0,,,,123,8,1,0,,,,101,6,1,0,,,,<LOD,12,1,0,,,,<LOD,7,1,0,,,,21,2,1,0,,,,67,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,51,1,1,0,,,,24,1,1,0,,,,<LOD,5,1,0,,,,4,1,1,0,,,,<LOD,5,1,0,,,,4,1,1,0,,,,<LOD,19,1,0,,,,<LOD,20,1,0,,,,<LOD,26,1,0,,,,<LOD,35,1,0,,,,<LOD,885,1,0,,,,<LOD,11,1,0,,,,<LOD,8,1,0,,,,<LOD,4,1,0,,,,<LOD,41,1,0,,,,12,2,1,0,,,,7,1,1,0,,,,864254,798,1,0,72,Powder,IPH_Induction,IPH,15,45
843772,18,2023-03-14,10:40:13,Geochem(3-Beam),,18,No,,,PPM,,,,10490,913,1,0,,,,<LOD,1705,1,0,,,,4613,57,1,0,,,,12090,51,1,0,,,,9664,40,1,0,,,,104512,311,1,0,,,,11531,46,1,0,,,,<LOD,206,1,0,,,,<LOD,54,1,0,,,,<LOD,35,1,0,,,,164,9,1,0,,,,142,7,1,0,,,,<LOD,15,1,0,,,,<LOD,8,1,0,,,,32,2,1,0,,,,83,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,53,1,1,0,,,,39,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,6,1,0,,,,5,1,1,0,,,,<LOD,21,1,0,,,,<LOD,21,1,0,,,,<LOD,28,1,0,,,,<LOD,37,1,0,,,,<LOD,970,1,0,,,,<LOD,12,1,0,,,,<LOD,10,1,0,,,,3,1,1,0,,,,<LOD,47,1,0,,,,23,2,1,0,,,,12,1,1,0,,,,846544,894,1,0,147,Powder,IPH_Induction,IPH,15,45
843772,19,2023-03-14,10:41:40,Geochem(3-Beam),,19,No,,,PPM,,,,10692,903,1,0,,,,1090,257,1,0,,,,4510,56,1,0,,,,11547,49,1,0,,,,10084,41,1,0,,,,102200,302,1,0,,,,8610,38,1,0,,,,<LOD,213,1,0,,,,<LOD,51,1,0,,,,<LOD,37,1,0,,,,157,9,1,0,,,,153,7,1,0,,,,<LOD,14,1,0,,,,<LOD,8,1,0,,,,24,2,1,0,,,,75,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,51,1,1,0,,,,34,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,6,1,0,,,,9,1,1,0,,,,<LOD,20,1,0,,,,<LOD,21,1,0,,,,<LOD,27,1,0,,,,<LOD,36,1,0,,,,<LOD,940,1,0,,,,<LOD,12,1,0,,,,<LOD,10,1,0,,,,<LOD,5,1,0,,,,<LOD,46,1,0,,,,27,2,1,0,,,,10,1,1,0,,,,850728,909,1,0,97,Powder,IPH_Induction,IPH,15,45
843772,20,2023-03-14,10:43:53,Geochem(3-Beam),,20,No,,,PPM,,,,12866,977,1,0,,,,973,268,1,0,,,,5115,61,1,0,,,,13766,58,1,0,,,,10398,44,1,0,,,,102768,319,1,0,,,,12175,49,1,0,,,,<LOD,227,1,0,,,,<LOD,57,1,0,,,,<LOD,38,1,0,,,,279,11,1,0,,,,198,8,1,0,,,,<LOD,16,1,0,,,,<LOD,8,1,0,,,,32,2,1,0,,,,113,3,1,0,,,,<LOD,4,1,0,,,,<LOD,3,1,0,,,,46,1,1,0,,,,45,1,1,0,,,,<LOD,6,1,0,,,,<LOD,7,1,0,,,,<LOD,6,1,0,,,,10,1,1,0,,,,<LOD,21,1,0,,,,<LOD,22,1,0,,,,<LOD,28,1,0,,,,<LOD,38,1,0,,,,<LOD,1029,1,0,,,,<LOD,14,1,0,,,,<LOD,11,1,0,,,,<LOD,5,1,0,,,,<LOD,49,1,0,,,,32,2,1,0,,,,13,1,1,0,,,,841171,980,1,0,162,Powder,IPH_Induction,IPH,15,45
843772,21,2023-03-14,10:45:17,Geochem(3-Beam),,21,No,,,PPM,,,,9774,843,1,0,,,,896,233,1,0,,,,6376,60,1,0,,,,11515,47,1,0,,,,9765,39,1,0,,,,86077,244,1,0,,,,9823,38,1,0,,,,<LOD,223,1,0,,,,<LOD,51,1,0,,,,<LOD,34,1,0,,,,188,9,1,0,,,,138,6,1,0,,,,<LOD,13,1,0,,,,<LOD,7,1,0,,,,26,2,1,0,,,,83,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,43,1,1,0,,,,43,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,5,1,0,,,,7,1,1,0,,,,<LOD,19,1,0,,,,<LOD,20,1,0,,,,<LOD,26,1,0,,,,<LOD,35,1,0,,,,<LOD,913,1,0,,,,<LOD,11,1,0,,,,<LOD,9,1,0,,,,<LOD,4,1,0,,,,<LOD,43,1,0,,,,25,2,1,0,,,,10,1,1,0,,,,865210,846,1,0,178,Powder,IPH_Induction,IPH,15,45
843772,22,2023-03-14,10:47:04,Geochem(3-Beam),,22,No,,,PPM,,,,9070,815,1,0,,,,1031,216,1,0,,,,6726,60,1,0,,,,15830,58,1,0,,,,10076,39,1,0,,,,73597,204,1,0,,,,10529,37,1,0,,,,<LOD,238,1,0,,,,<LOD,49,1,0,,,,<LOD,32,1,0,,,,213,9,1,0,,,,169,7,1,0,,,,<LOD,13,1,0,,,,<LOD,7,1,0,,,,24,2,1,0,,,,72,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,35,1,1,0,,,,28,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,5,1,0,,,,6,1,1,0,,,,<LOD,19,1,0,,,,<LOD,19,1,0,,,,<LOD,25,1,0,,,,<LOD,34,1,0,,,,<LOD,864,1,0,,,,<LOD,10,1,0,,,,<LOD,8,1,0,,,,<LOD,4,1,0,,,,<LOD,41,1,0,,,,19,2,1,0,,,,10,1,1,0,,,,872564,814,1,0,84,Powder,IPH_Induction,IPH,15,45
843772,23,2023-03-14,10:48:25,Geochem(3-Beam),,23,No,,,PPM,,,,11077,864,1,0,,,,886,238,1,0,,,,7878,65,1,0,,,,15072,58,1,0,,,,9352,38,1,0,,,,90798,261,1,0,,,,14371,50,1,0,,,,<LOD,207,1,0,,,,<LOD,52,1,0,,,,<LOD,34,1,0,,,,256,10,1,0,,,,168,7,1,0,,,,<LOD,14,1,0,,,,<LOD,7,1,0,,,,24,2,1,0,,,,66,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,43,1,1,0,,,,47,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,5,1,0,,,,7,1,1,0,,,,<LOD,20,1,0,,,,<LOD,20,1,0,,,,<LOD,26,1,0,,,,<LOD,36,1,0,,,,<LOD,940,1,0,,,,<LOD,11,1,0,,,,<LOD,9,1,0,,,,<LOD,5,1,0,,,,<LOD,44,1,0,,,,24,2,1,0,,,,10,1,1,0,,,,849921,871,1,0,107,Powder,IPH_Induction,IPH,15,45
843772,24,2023-03-14,10:50:00,Geochem(3-Beam),,24,No,,,PPM,,,,11231,845,1,0,,,,904,231,1,0,,,,5951,58,1,0,,,,12064,48,1,0,,,,8780,36,1,0,,,,85369,242,1,0,,,,9807,37,1,0,,,,<LOD,225,1,0,,,,<LOD,50,1,0,,,,<LOD,31,1,0,,,,156,8,1,0,,,,111,6,1,0,,,,<LOD,12,1,0,,,,<LOD,7,1,0,,,,22,2,1,0,,,,74,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,46,1,1,0,,,,45,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,5,1,0,,,,5,1,1,0,,,,<LOD,19,1,0,,,,<LOD,20,1,0,,,,<LOD,26,1,0,,,,<LOD,35,1,0,,,,<LOD,906,1,0,,,,<LOD,11,1,0,,,,<LOD,9,1,0,,,,<LOD,5,1,0,,,,<LOD,43,1,0,,,,24,2,1,0,,,,9,1,1,0,,,,865401,847,1,0,193,Powder,IPH_Induction,IPH,15,45
843772,25,2023-03-14,10:51:23,Geochem(3-Beam),,25,No,,,PPM,,,,16288,869,1,0,,,,2179,239,1,0,,,,4307,53,1,0,,,,7778,36,1,0,,,,10562,40,1,0,,,,88540,250,1,0,,,,11408,41,1,0,,,,<LOD,205,1,0,,,,<LOD,51,1,0,,,,<LOD,34,1,0,,,,110,8,1,0,,,,113,6,1,0,,,,<LOD,13,1,0,,,,<LOD,7,1,0,,,,20,2,1,0,,,,70,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,70,1,1,0,,,,47,1,1,0,,,,<LOD,5,1,0,,,,3,1,1,0,,,,<LOD,5,1,0,,,,4,1,1,0,,,,<LOD,20,1,0,,,,<LOD,21,1,0,,,,<LOD,27,1,0,,,,<LOD,37,1,0,,,,<LOD,918,1,0,,,,<LOD,12,1,0,,,,<LOD,9,1,0,,,,<LOD,4,1,0,,,,<LOD,42,1,0,,,,11,2,1,0,,,,5,1,1,0,,,,858485,871,1,0,220,Powder,IPH_Induction,IPH,15,45
843772,26,2023-03-14,10:52:44,Geochem(3-Beam),,26,No,,,PPM,,,,11071,896,1,0,,,,1491,235,1,0,,,,9217,73,1,0,,,,16659,64,1,0,,,,12382,48,1,0,,,,81401,241,1,0,,,,16415,56,1,0,,,,<LOD,233,1,0,,,,<LOD,52,1,0,,,,<LOD,35,1,0,,,,443,12,1,0,,,,168,8,1,0,,,,<LOD,15,1,0,,,,<LOD,8,1,0,,,,26,2,1,0,,,,98,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,43,1,1,0,,,,42,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,6,1,0,,,,10,1,1,0,,,,<LOD,20,1,0,,,,<LOD,21,1,0,,,,<LOD,27,1,0,,,,<LOD,36,1,0,,,,<LOD,970,1,0,,,,<LOD,13,1,0,,,,<LOD,10,1,0,,,,4,1,1,0,,,,<LOD,46,1,0,,,,27,2,1,0,,,,13,1,1,0,,,,850490,899,1,0,58,Powder,IPH_Induction,IPH,15,45
843772,27,2023-03-14,10:54:07,Geochem(3-Beam),,27,No,,,PPM,,,,23570,922,1,0,,,,2992,244,1,0,,,,5495,58,1,0,,,,6684,33,1,0,,,,9923,39,1,0,,,,87644,252,1,0,,,,16225,54,1,0,,,,<LOD,200,1,0,,,,<LOD,51,1,0,,,,<LOD,36,1,0,,,,126,8,1,0,,,,111,6,1,0,,,,<LOD,13,1,0,,,,<LOD,7,1,0,,,,21,2,1,0,,,,85,2,1,0,,,,<LOD,3,1,0,,,,<LOD,3,1,0,,,,78,1,1,0,,,,75,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,5,1,0,,,,<LOD,7,1,0,,,,<LOD,21,1,0,,,,<LOD,21,1,0,,,,<LOD,28,1,0,,,,<LOD,37,1,0,,,,<LOD,950,1,0,,,,<LOD,12,1,0,,,,<LOD,10,1,0,,,,3,1,1,0,,,,<LOD,43,1,0,,,,11,2,1,0,,,,5,1,1,0,,,,846954,922,1,0,34,Powder,IPH_Induction,IPH,15,45
843772,28,2023-03-14,10:55:41,Geochem(3-Beam),,28,No,,,PPM,,,,14488,897,1,0,,,,1540,235,1,0,,,,14342,89,1,0,,,,11425,48,1,0,,,,9661,40,1,0,,,,82662,242,1,0,,,,17663,59,1,0,,,,<LOD,225,1,0,,,,<LOD,52,1,0,,,,<LOD,36,1,0,,,,237,10,1,0,,,,148,7,1,0,,,,<LOD,14,1,0,,,,<LOD,8,1,0,,,,24,2,1,0,,,,82,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,45,1,1,0,,,,68,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,6,1,0,,,,7,1,1,0,,,,<LOD,20,1,0,,,,<LOD,21,1,0,,,,<LOD,27,1,0,,,,<LOD,36,1,0,,,,<LOD,954,1,0,,,,<LOD,12,1,0,,,,<LOD,10,1,0,,,,3,1,1,0,,,,<LOD,45,1,0,,,,25,2,1,0,,,,12,1,1,0,,,,847569,902,1,0,219,Powder,IPH_Induction,IPH,15,45
843772,29,2023-03-14,10:57:16,Geochem(3-Beam),,29,No,,,PPM,,,,11764,845,1,0,,,,1493,229,1,0,,,,6361,60,1,0,,,,11152,46,1,0,,,,9636,38,1,0,,,,82143,233,1,0,,,,12324,43,1,0,,,,<LOD,223,1,0,,,,<LOD,49,1,0,,,,<LOD,33,1,0,,,,201,8,1,0,,,,141,6,1,0,,,,<LOD,13,1,0,,,,<LOD,7,1,0,,,,23,2,1,0,,,,81,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,49,1,1,0,,,,58,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,5,1,0,,,,6,1,1,0,,,,<LOD,19,1,0,,,,<LOD,20,1,0,,,,<LOD,26,1,0,,,,<LOD,35,1,0,,,,<LOD,905,1,0,,,,<LOD,11,1,0,,,,<LOD,9,1,0,,,,<LOD,4,1,0,,,,<LOD,43,1,0,,,,23,2,1,0,,,,9,1,1,0,,,,864536,848,1,0,166,Powder,IPH_Induction,IPH,15,45
843772,30,2023-03-14,10:58:50,Geochem(3-Beam),,30,No,,,PPM,,,,13382,839,1,0,,,,1076,228,1,0,,,,3311,48,1,0,,,,11985,47,1,0,,,,14325,50,1,0,,,,87327,243,1,0,,,,12410,43,1,0,,,,<LOD,200,1,0,,,,<LOD,50,1,0,,,,<LOD,33,1,0,,,,176,9,1,0,,,,143,6,1,0,,,,<LOD,13,1,0,,,,<LOD,7,1,0,,,,23,2,1,0,,,,104,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,51,1,1,0,,,,53,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,5,1,0,,,,8,1,1,0,,,,<LOD,20,1,0,,,,<LOD,20,1,0,,,,<LOD,26,1,0,,,,<LOD,35,1,0,,,,<LOD,922,1,0,,,,<LOD,11,1,0,,,,<LOD,9,1,0,,,,<LOD,5,1,0,,,,<LOD,42,1,0,,,,14,2,1,0,,,,9,1,1,0,,,,855603,843,1,0,159,Powder,IPH_Induction,IPH,15,45
843772,31,2023-03-14,11:00:49,Geochem(3-Beam),,31,No,,,PPM,,,,13250,787,1,0,,,,1164,211,1,0,,,,3289,45,1,0,,,,12466,47,1,0,,,,13452,45,1,0,,,,78171,208,1,0,,,,10150,35,1,0,,,,<LOD,202,1,0,,,,<LOD,47,1,0,,,,<LOD,32,1,0,,,,181,8,1,0,,,,114,6,1,0,,,,<LOD,12,1,0,,,,<LOD,6,1,0,,,,18,2,1,0,,,,72,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,51,1,1,0,,,,40,1,1,0,,,,<LOD,4,1,0,,,,3,1,1,0,,,,<LOD,5,1,0,,,,11,1,1,0,,,,<LOD,19,1,0,,,,<LOD,20,1,0,,,,<LOD,26,1,0,,,,<LOD,35,1,0,,,,<LOD,833,1,0,,,,<LOD,10,1,0,,,,<LOD,9,1,0,,,,<LOD,4,1,0,,,,<LOD,39,1,0,,,,10,2,1,0,,,,4,1,1,0,,,,867552,790,1,0,149,Powder,IPH_Induction,IPH,15,45
843772,32,2023-03-14,11:02:26,Geochem(3-Beam),,32,No,,,PPM,,,,13143,852,1,0,,,,1417,227,1,0,,,,6025,59,1,0,,,,11429,46,1,0,,,,9723,38,1,0,,,,79790,225,1,0,,,,12370,43,1,0,,,,<LOD,229,1,0,,,,<LOD,47,1,0,,,,<LOD,33,1,0,,,,233,9,1,0,,,,136,6,1,0,,,,<LOD,13,1,0,,,,<LOD,6,1,0,,,,25,2,1,0,,,,83,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,44,1,1,0,,,,56,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,5,1,0,,,,7,1,1,0,,,,<LOD,19,1,0,,,,<LOD,20,1,0,,,,<LOD,26,1,0,,,,<LOD,34,1,0,,,,<LOD,837,1,0,,,,<LOD,11,1,0,,,,<LOD,9,1,0,,,,<LOD,5,1,0,,,,<LOD,43,1,0,,,,24,2,1,0,,,,11,1,1,0,,,,865485,852,1,0,134,Powder,IPH_Induction,IPH,15,45
843772,33,2023-03-14,11:03:56,Geochem(3-Beam),,33,No,,,PPM,,,,13336,847,1,0,,,,1064,224,1,0,,,,8900,69,1,0,,,,12914,51,1,0,,,,10113,40,1,0,,,,80049,226,1,0,,,,11740,42,1,0,,,,<LOD,228,1,0,,,,<LOD,52,1,0,,,,<LOD,32,1,0,,,,195,9,1,0,,,,145,6,1,0,,,,<LOD,13,1,0,,,,<LOD,7,1,0,,,,30,2,1,0,,,,84,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,42,1,1,0,,,,54,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,5,1,0,,,,5,1,1,0,,,,<LOD,19,1,0,,,,<LOD,20,1,0,,,,<LOD,26,1,0,,,,<LOD,35,1,0,,,,<LOD,906,1,0,,,,<LOD,11,1,0,,,,<LOD,9,1,0,,,,<LOD,5,1,0,,,,<LOD,42,1,0,,,,21,2,1,0,,,,10,1,1,0,,,,861298,850,1,0,211,Powder,IPH_Induction,IPH,15,45
843772,34,2023-03-14,11:05:45,Geochem(3-Beam),,34,No,,,PPM,,,,18550,1026,1,0,,,,2023,256,1,0,,,,11842,88,1,0,,,,18185,74,1,0,,,,14275,58,1,0,,,,86929,279,1,0,,,,33753,113,1,0,,,,<LOD,221,1,0,,,,<LOD,61,1,0,,,,<LOD,42,1,0,,,,468,14,1,0,,,,254,10,1,0,,,,<LOD,18,1,0,,,,<LOD,9,1,0,,,,31,2,1,0,,,,183,4,1,0,,,,<LOD,4,1,0,,,,<LOD,3,1,0,,,,53,1,1,0,,,,85,1,1,0,,,,<LOD,6,1,0,,,,<LOD,7,1,0,,,,<LOD,6,1,0,,,,<LOD,8,1,0,,,,<LOD,23,1,0,,,,<LOD,23,1,0,,,,<LOD,30,1,0,,,,<LOD,40,1,0,,,,<LOD,1150,1,0,,,,<LOD,16,1,0,,,,<LOD,12,1,0,,,,9,1,1,0,,,,<LOD,53,1,0,,,,32,3,1,0,,,,16,1,1,0,,,,813312,1038,1,0,27,Powder,IPH_Induction,IPH,15,45
843772,35,2023-03-14,11:08:02,Geochem(3-Beam),,35,No,,,PPM,,,,10037,699,1,0,,,,1216,198,1,0,,,,3114,41,1,0,,,,9466,36,1,0,,,,12421,40,1,0,,,,76975,195,1,0,,,,8169,29,1,0,,,,<LOD,186,1,0,,,,<LOD,48,1,0,,,,<LOD,30,1,0,,,,143,7,1,0,,,,89,5,1,0,,,,<LOD,11,1,0,,,,<LOD,6,1,0,,,,18,2,1,0,,,,54,2,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,49,1,1,0,,,,39,1,1,0,,,,<LOD,4,1,0,,,,4,1,1,0,,,,<LOD,4,1,0,,,,8,1,1,0,,,,<LOD,19,1,0,,,,<LOD,20,1,0,,,,<LOD,26,1,0,,,,<LOD,35,1,0,,,,<LOD,888,1,0,,,,<LOD,9,1,0,,,,<LOD,8,1,0,,,,<LOD,4,1,0,,,,22,6,1,0,,,,<LOD,10,1,0,,,,<LOD,7,1,0,,,,878176,709,1,0,96,Powder,IPH_Induction,IPH,15,45
843772,36,2023-03-14,11:09:38,Geochem(3-Beam),,36,No,,,PPM,,,,10792,891,1,0,,,,856,245,1,0,,,,5075,58,1,0,,,,11888,50,1,0,,,,11049,44,1,0,,,,92151,273,1,0,,,,11310,44,1,0,,,,<LOD,228,1,0,,,,<LOD,53,1,0,,,,<LOD,35,1,0,,,,297,11,1,0,,,,167,7,1,0,,,,<LOD,14,1,0,,,,<LOD,8,1,0,,,,29,2,1,0,,,,120,3,1,0,,,,<LOD,3,1,0,,,,<LOD,2,1,0,,,,43,1,1,0,,,,39,1,1,0,,,,<LOD,5,1,0,,,,<LOD,6,1,0,,,,<LOD,6,1,0,,,,13,1,1,0,,,,<LOD,20,1,0,,,,<LOD,21,1,0,,,,<LOD,27,1,0,,,,<LOD,36,1,0,,,,<LOD,949,1,0,,,,<LOD,12,1,0,,,,<LOD,10,1,0,,,,4,1,1,0,,,,<LOD,46,1,0,,,,27,2,1,0,,,,12,1,1,0,,,,856126,896,1,0,188,Powder,IPH_Induction,IPH,15,45
