206,225,40,194,64,147,178,252,213,163,174,75
206,225,40,194,64,147,178,252,213,163,174,75
206,225,40,194,64,147,178,252,213,163,174,75
139,71,243,165,203,101,251,137,211,181,98,96
139,71,243,165,203,101,251,137,211,181,98,96
139,71,243,165,203,101,251,137,211,181,98,96
,,,,,,,,,,,
GA,GA,GA,BL,BL,BL,,,,,,
