51,38,23,176,160,245,93,217,224,65,182,240
51,38,23,176,160,245,93,217,224,65,182,240
51,38,23,176,160,245,93,217,224,65,182,240
119,197,187,31,196,148,200,78,177,87,,
119,197,187,31,196,148,200,78,177,87,,
119,197,187,31,196,148,200,78,177,87,,
GA,GA,GA,,,,,,,,,
,,,BL,BL,BL,,,,,,
