223,135,153,16,115,157,155,6,106,81,97,63
223,135,153,16,115,157,155,6,106,81,97,63
223,135,153,16,115,157,155,6,106,81,97,63
111,72,209,28,82,49,46,66,202,127,5,184
111,72,209,28,82,49,46,66,202,127,5,184
111,72,209,28,82,49,46,66,202,127,5,184
,,,,,,,,,,,
GA,GA,GA,BL,BL,BL,,,,,,
