191,201,,67,91,68,80,167,18,57,219,180
191,201,,67,91,68,80,167,18,57,219,180
191,201,,67,91,68,80,167,18,57,219,180
210,159,,48,130,170,89,188,233,120,99,228
210,159,,48,130,170,89,188,233,120,99,228
210,159,,48,130,170,89,188,233,120,99,228
,,,,,,,,,,,
GA,GA,GA,,BL,BL,BL,,,,,
