56,12,50,29,212,59,124,229,95,36,195,34
56,12,50,29,212,59,124,229,95,36,195,34
56,12,50,29,212,59,124,229,95,36,195,34
25,33,143,112,162,168,247,26,158,7,222,145
25,33,143,112,162,168,247,26,158,7,222,145
25,33,143,112,162,168,247,26,158,7,222,145
,,,,,,,,,,,
GA,GA,GA,BL,BL,BL,,,,,,
