province,grain_code,cgc_class,cgc_variety,variety,acres,year
British Columbia,Wheat,CWSP,PINTAIL,PINTAIL,1380,2021
British Columbia,Wheat,UNKNOWN CLASS,NON DESIGNATED,MARQUIS,21,2021
British Columbia,Wheat,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,4773.5,2021
British Columbia,Oat,,,AC MORGAN,18677,2021
British Columbia,Oat,,,AC MUSTANG,16938,2021
British Columbia,Oat,,,CALIBRE,344,2021
British Columbia,Oat,,,CASCADE,210,2021
British Columbia,Oat,,,CDC ARBORG,5538,2021
British Columbia,Oat,,,CDC HAYMAKER,150,2021
British Columbia,Oat,,,CDC RUFFIAN,390,2021
British Columbia,Oat,,,CS CAMDEN,2744,2021
British Columbia,Oat,,,DERBY,275,2021
British Columbia,Oat,,,ORE3541M,633,2021
British Columbia,Oat,,,ORE3542M,3722.5,2021
British Columbia,Oat,,NOT SPECIFIED,NOT SPECIFIED,1028,2021
British Columbia,Barley,CW_2_ROW_MALTING,AAC CONNECT,AAC CONNECT,5448,2021
British Columbia,Barley,CW_2_ROW_MALTING,AAC SYNERGY,AAC SYNERGY,5503,2021
British Columbia,Barley,CW_2_ROW_MALTING,CDC BOW,CDC BOW,365,2021
British Columbia,Barley,CW_2_ROW_MALTING,CDC COPELAND,CDC COPELAND,8026.48,2021
British Columbia,Barley,CW_2_ROW_MALTING,CDC COPPER,CDC COPPER,587,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,AB ADVANTAGE,331,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,AB CATTLELAC,355,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,AB WRANGLER,270,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,AC ALBRIGHT,2050,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,AC LACOMBE,190,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,AC MECALFE,7550.8,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,BRAHMA,4650,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC AUSTENSON,5117,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC MAVERICK,154,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,CHAMPION,308,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,OTAL,1828,2021
British Columbia,Barley,UNKNOWN CLASS,NON DESIGNATED,SIRISH,1557,2021
British Columbia,Barley,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,3362,2021
British Columbia,Rye,,NOT SPECIFIED,NOT SPECIFIED,571,2021
Manitoba,Wheat,CNHR,AAC REDWATER,AAC REDWATER,1621,2021
Manitoba,Wheat,CNHR,AC DOMAIN,AC DOMAIN,553,2021
Manitoba,Wheat,CNHR,AC FOREMOST,AC FOREMOST,923,2021
Manitoba,Wheat,CNHR,FALLER,FALLER,98256,2021
Manitoba,Wheat,CNHR,HARVEST,HARVEST,1708,2021
Manitoba,Wheat,CNHR,PROSPER,PROSPER,24102,2021
Manitoba,Wheat,CNHR,SHELLY,SHELLY,1460,2021
Manitoba,Wheat,CPS,AAC ENTICE,AAC ENTICE,630,2021
Manitoba,Wheat,CPS,AAC GOODWIN,AAC GOODWIN,726,2021
Manitoba,Wheat,CPS,AAC PENHOLD,AAC PENHOLD,7199,2021
Manitoba,Wheat,CPS,ACCELERATE,ACCELERATE,28384,2021
Manitoba,Wheat,CPS,SY ROWYN,SY ROWYN,18155,2021
Manitoba,Wheat,CWHWS,SNOWSTAR,SNOWSTAR,530,2021
Manitoba,Wheat,CWRS,5604HR CL,5604HR CL,1903,2021
Manitoba,Wheat,CWRS,AAC ALIDA,AAC ALIDA,3808,2021
Manitoba,Wheat,CWRS,AAC BRANDON,AAC BRANDON,1291661,2021
Manitoba,Wheat,CWRS,AAC CAMERON,AAC CAMERON,22069,2021
Manitoba,Wheat,CWRS,AAC CONNERY,AAC CONNERY,1205,2021
Manitoba,Wheat,CWRS,AAC ELIE,AAC ELIE,96208,2021
Manitoba,Wheat,CWRS,AAC HOCKLEY,AAC HOCKLEY,524,2021
Manitoba,Wheat,CWRS,AAC LEROY,AAC LEROY,27158,2021
Manitoba,Wheat,CWRS,AAC MAGNET,AAC MAGNET,977,2021
Manitoba,Wheat,CWRS,AAC REDBERRY,AAC REDBERRY,125031,2021
Manitoba,Wheat,CWRS,AAC STARBUCK,AAC STARBUCK,244830,2021
Manitoba,Wheat,CWRS,AAC TISDALE,AAC TISDALE,26478,2021
Manitoba,Wheat,CWRS,AAC VIEWFIELD,AAC VIEWFIELD,207203,2021
Manitoba,Wheat,CWRS,AAC WHEATLAND,AAC WHEATLAND,99191,2021
Manitoba,Wheat,CWRS,AC BARRIE,AC BARRIE,3223,2021
Manitoba,Wheat,CWRS,AC SPLENDOR,AC SPLENDOR,592,2021
Manitoba,Wheat,CWRS,BOLLES,BOLLES,101950,2021
Manitoba,Wheat,CWRS,CARBERRY,CARBERRY,13378,2021
Manitoba,Wheat,CWRS,CARDALE,CARDALE,44323,2021
Manitoba,Wheat,CWRS,CDC GO,CDC GO,1796,2021
Manitoba,Wheat,CWRS,CDC HUGHES,CDC HUGHES,6658,2021
Manitoba,Wheat,CWRS,CDC IMAGINE,CDC IMAGINE,1160,2021
Manitoba,Wheat,CWRS,CDC LANDMARK,CDC LANDMARK,32455,2021
Manitoba,Wheat,CWRS,CDC ORTONA,CDC ORTONA,3026,2021
Manitoba,Wheat,CWRS,CDC PLENTIFUL,CDC PLENTIFUL,4845,2021
Manitoba,Wheat,CWRS,CDC SKRUSH,CDC SKRUSH,770,2021
Manitoba,Wheat,CWRS,CDC STANLEY,CDC STANLEY,7326,2021
Manitoba,Wheat,CWRS,CDC TEAL,CDC TEAL,2109,2021
Manitoba,Wheat,CWRS,CDC TITANIUM,CDC TITANIUM,566,2021
Manitoba,Wheat,CWRS,CDC VR MORRIS,CDC VR MORRIS,5046,2021
Manitoba,Wheat,CWRS,DAYBREAK,DAYBREAK,11201,2021
Manitoba,Wheat,CWRS,GLENN,GLENN,10645,2021
Manitoba,Wheat,CWRS,SY CAST,SY CAST,3795,2021
Manitoba,Wheat,CWRS,SY GABBRO,SY GABBRO,15965,2021
Manitoba,Wheat,CWRS,SY TORACH,SY TORACH,17047,2021
Manitoba,Wheat,CWRS,WASKADA,WASKADA,688,2021
Manitoba,Wheat,CWRW,AAC ELEVATE,AAC ELEVATE,5564,2021
Manitoba,Wheat,CWRW,AAC GATEWAY,AAC GATEWAY,11708,2021
Manitoba,Wheat,CWRW,AAC GOLDRUSH,AAC GOLDRUSH,1323,2021
Manitoba,Wheat,CWRW,AAC WILDFIRE,AAC WILDFIRE,1990,2021
Manitoba,Wheat,CWRW,CDC BUTEO,CDC BUTEO,1932,2021
Manitoba,Wheat,CWRW,EMERSON,EMERSON,12457,2021
Manitoba,Wheat,CWSP,CDC FALCON,CDC FALCON,528,2021
Manitoba,Wheat,CWSP,PASTEUR,PASTEUR,2057,2021
Manitoba,Wheat,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,193432,2021
Manitoba,Amber Durum,CWAD,AAC STRONGHOLD,AAC STRONGHOLD,1208,2021
Manitoba,Amber Durum,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,280,2021
Manitoba,Oat,,,AAC DOUGLAS,1245,2021
Manitoba,Oat,,,AAC JUSTICE,970,2021
Manitoba,Oat,,,AC ASSINIBOIA,819,2021
Manitoba,Oat,,,AC MORGAN,5102,2021
Manitoba,Oat,,,CANMORE,684,2021
Manitoba,Oat,,,CDC ARBORG,55723,2021
Manitoba,Oat,,,CDC BALER,2034,2021
Manitoba,Oat,,,CDC BIG BROWN,1530,2021
Manitoba,Oat,,,CDC DANCER,2170,2021
Manitoba,Oat,,,CDC ENDURE,13758,2021
Manitoba,Oat,,,CDC HAYMAKER,16028,2021
Manitoba,Oat,,,CDC MINSTREL,917,2021
Manitoba,Oat,,,CDC MORRISON,1740,2021
Manitoba,Oat,,,CDC NASSER,795,2021
Manitoba,Oat,,,CDC SO-I,7077,2021
Manitoba,Oat,,,CS CAMDEN,202304,2021
Manitoba,Oat,,,DUMONT,783,2021
Manitoba,Oat,,,FURLONG,1917,2021
Manitoba,Oat,,,HAYWIRE,2259,2021
Manitoba,Oat,,,LEGGETT,2749,2021
Manitoba,Oat,,,ORE3541M,13705,2021
Manitoba,Oat,,,ORE3542M,57671,2021
Manitoba,Oat,,,PINNACLE,7620,2021
Manitoba,Oat,,,ROBERT,535,2021
Manitoba,Oat,,,RONALD,579,2021
Manitoba,Oat,,,SOURIS,16078,2021
Manitoba,Oat,,,SUMMIT,210510,2021
Manitoba,Oat,,,TRIACTOR,1054,2021
Manitoba,Oat,,,TRIPLE CROWN,936,2021
Manitoba,Oat,,NOT SPECIFIED,NOT SPECIFIED,18064,2021
Manitoba,Barley,CW_2_ROW_MALTING,AAC CONNECT,AAC CONNECT,36349,2021
Manitoba,Barley,CW_2_ROW_MALTING,AAC SYNERGY,AAC SYNERGY,32888,2021
Manitoba,Barley,CW_2_ROW_MALTING,AC METCALFE,AC METCALFE,16927,2021
Manitoba,Barley,CW_2_ROW_MALTING,BENTLEY,BENTLEY,813,2021
Manitoba,Barley,CW_2_ROW_MALTING,CDC BOW,CDC BOW,3855,2021
Manitoba,Barley,CW_2_ROW_MALTING,CDC COPELAND,CDC COPELAND,21734,2021
Manitoba,Barley,CW_2_ROW_MALTING,CDC COPPER,CDC COPPER,3542,2021
Manitoba,Barley,CW_2_ROW_MALTING,CDC FRASER,CDC FRASER,10653,2021
Manitoba,Barley,CW_2_ROW_MALTING,CERVEZA,CERVEZA,1290,2021
Manitoba,Barley,CW_2_ROW_MALTING,NEWDALE,NEWDALE,7935,2021
Manitoba,Barley,CW_6_ROW_MALTING,CELEBRATION,CELEBRATION,14189,2021
Manitoba,Barley,CW_6_ROW_MALTING,LEGACY,LEGACY,951,2021
Manitoba,Barley,CW_6_ROW_MALTING,ROBUST,ROBUST,754,2021
Manitoba,Barley,CW_6_ROW_MALTING,TRADITION,TRADITION,2410,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,AB CATTLELAC,3770,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,ALTORADO,671,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CANMORE,13917,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC AUSTENSON,148760,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC COWBOY,1272,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC MAVERICK,5430,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC MCGWIRE,943,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CHAMPION,1223,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CLAYMORE,10353,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CONLON,49681,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,DESPERADO,3672,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,ESMA,840,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,OREANA,1450,2021
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,SIRISH,770,2021
Manitoba,Barley,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,12080,2021
Manitoba,Rye,,,AC REMINGTON,963,2021
Manitoba,Rye,,,BRASETTO,1097,2021
Manitoba,Rye,,,DANKO,3423,2021
Manitoba,Rye,,,GUTTINO,4332,2021
Manitoba,Rye,,,HAZLET,33751,2021
Manitoba,Rye,,,KWS BONO,18155,2021
Manitoba,Rye,,,KWS DANIELLO,5398,2021
Manitoba,Rye,,,KWS GATANO,15535,2021
Manitoba,Rye,,,PRIMA,3249,2021
Manitoba,Rye,,,PUMA,638,2021
Manitoba,Rye,,KWS TREBIANO,KWS TREBIANO,7199,2021
Manitoba,Rye,,NOT SPECIFIED,NOT SPECIFIED,6325,2021
Manitoba,Triticale,,NOT SPECIFIED,NOT SPECIFIED,2045,2021
Saskatchewan,Wheat,CNHR,5605HR CL,5605HR CL,3036,2021
Saskatchewan,Wheat,CNHR,AC CRYSTAL,AC CRYSTAL,509,2021
Saskatchewan,Wheat,CNHR,COLUMBUS,COLUMBUS,515,2021
Saskatchewan,Wheat,CNHR,CONQUER,CONQUER,5768,2021
Saskatchewan,Wheat,CNHR,ELGIN ND,ELGIN ND,726,2021
Saskatchewan,Wheat,CNHR,FALLER,FALLER,7485,2021
Saskatchewan,Wheat,CNHR,HARVEST,HARVEST,441,2021
Saskatchewan,Wheat,CNHR,KANE,KANE,970,2021
Saskatchewan,Wheat,CNHR,LILLIAN,LILLIAN,3638,2021
Saskatchewan,Wheat,CNHR,UNITY,UNITY,1542,2021
Saskatchewan,Wheat,CNHR,VESPER,VESPER,4143,2021
Saskatchewan,Wheat,CPS,5700PR,5700PR,5279,2021
Saskatchewan,Wheat,CPS,AAC ENTICE,AAC ENTICE,540,2021
Saskatchewan,Wheat,CPS,AAC FORAY,AAC FORAY,19051,2021
Saskatchewan,Wheat,CPS,AAC PENHOLD,AAC PENHOLD,55684,2021
Saskatchewan,Wheat,CPS,ACCELERATE,ACCELERATE,21070,2021
Saskatchewan,Wheat,CPS,SY ROWYN,SY ROWYN,16731,2021
Saskatchewan,Wheat,CWHWS,AAC WHITEFOX,AAC WHITEFOX,700,2021
Saskatchewan,Wheat,CWHWS,SNOWBIRD,SNOWBIRD,1477,2021
Saskatchewan,Wheat,CWHWS,SNOWSTAR,SNOWSTAR,1023,2021
Saskatchewan,Wheat,CWRS,5604HR CL,5604HR CL,2243,2021
Saskatchewan,Wheat,CWRS,AAC ALIDA,AAC ALIDA,261027,2021
Saskatchewan,Wheat,CWRS,AAC BRANDON,AAC BRANDON,1435541,2021
Saskatchewan,Wheat,CWRS,AAC CAMERON,AAC CAMERON,96884,2021
Saskatchewan,Wheat,CWRS,AAC CONNERY,AAC CONNERY,8317,2021
Saskatchewan,Wheat,CWRS,AAC ELIE,AAC ELIE,115514,2021
Saskatchewan,Wheat,CWRS,AAC JATHARIA,AAC JATHARIA,31543,2021
Saskatchewan,Wheat,CWRS,AAC LEROY,AAC LEROY,58848,2021
Saskatchewan,Wheat,CWRS,AAC MAGNET,AAC MAGNET,2011,2021
Saskatchewan,Wheat,CWRS,AAC PREVAIL,AAC PREVAIL,6501,2021
Saskatchewan,Wheat,CWRS,AAC REDBERRY,AAC REDBERRY,175339,2021
Saskatchewan,Wheat,CWRS,AAC STARBUCK,AAC STARBUCK,127297,2021
Saskatchewan,Wheat,CWRS,AAC TISDALE,AAC TISDALE,23898,2021
Saskatchewan,Wheat,CWRS,AAC VIEWFIELD,AAC VIEWFIELD,523710,2021
Saskatchewan,Wheat,CWRS,AAC WARMAN,AAC WARMAN,1438,2021
Saskatchewan,Wheat,CWRS,AAC WHEATLAND,AAC WHEATLAND,127869,2021
Saskatchewan,Wheat,CWRS,AC BARRIE,AC BARRIE,18616,2021
Saskatchewan,Wheat,CWRS,AC CADILLAC,AC CADILLAC,1741,2021
Saskatchewan,Wheat,CWRS,AC ELSA,AC ELSA,1924,2021
Saskatchewan,Wheat,CWRS,AC INTREPID,AC INTREPID,8901,2021
Saskatchewan,Wheat,CWRS,AC SPLENDOR,AC SPLENDOR,6070,2021
Saskatchewan,Wheat,CWRS,BOLLES,BOLLES,14076,2021
Saskatchewan,Wheat,CWRS,CARBERRY,CARBERRY,80998,2021
Saskatchewan,Wheat,CWRS,CARDALE,CARDALE,93267,2021
Saskatchewan,Wheat,CWRS,CDC ABOUND,CDC ABOUND,9145,2021
Saskatchewan,Wheat,CWRS,CDC ADAMANT,CDC ADAMANT,6506,2021
Saskatchewan,Wheat,CWRS,CDC BOUNTY,CDC BOUNTY,622,2021
Saskatchewan,Wheat,CWRS,CDC BRADWELL,CDC BRADWELL,2614,2021
Saskatchewan,Wheat,CWRS,CDC GO,CDC GO,3213,2021
Saskatchewan,Wheat,CWRS,CDC HUGHES,CDC HUGHES,99329,2021
Saskatchewan,Wheat,CWRS,CDC IMAGINE,CDC IMAGINE,2815,2021
Saskatchewan,Wheat,CWRS,CDC LANDMARK,CDC LANDMARK,634326,2021
Saskatchewan,Wheat,CWRS,CDC ORTONA,CDC ORTONA,8121,2021
Saskatchewan,Wheat,CWRS,CDC PLENTIFUL,CDC PLENTIFUL,112260,2021
Saskatchewan,Wheat,CWRS,CDC STANLEY,CDC STANLEY,37264,2021
Saskatchewan,Wheat,CWRS,CDC TITANIUM,CDC TITANIUM,66293,2021
Saskatchewan,Wheat,CWRS,CDC UTMOST,CDC UTMOST,81570,2021
Saskatchewan,Wheat,CWRS,CDC VR MORRIS,CDC VR MORRIS,22076,2021
Saskatchewan,Wheat,CWRS,ELLERSLIE,ELLERSLIE,560,2021
Saskatchewan,Wheat,CWRS,GLENN,GLENN,32427,2021
Saskatchewan,Wheat,CWRS,GOODEVE,GOODEVE,9533,2021
Saskatchewan,Wheat,CWRS,INFINITY,INFINITY,413,2021
Saskatchewan,Wheat,CWRS,LAURA,LAURA,640,2021
Saskatchewan,Wheat,CWRS,PARATA,PARATA,718,2021
Saskatchewan,Wheat,CWRS,PRODIGY,PRODIGY,1181,2021
Saskatchewan,Wheat,CWRS,REDNET,REDNET,898,2021
Saskatchewan,Wheat,CWRS,ROBLIN,ROBLIN,564,2021
Saskatchewan,Wheat,CWRS,SHAW,SHAW,21174,2021
Saskatchewan,Wheat,CWRS,STETTLER,STETTLER,8749,2021
Saskatchewan,Wheat,CWRS,SUPERB,SUPERB,4270,2021
Saskatchewan,Wheat,CWRS,SY GABBRO,SY GABBRO,2704,2021
Saskatchewan,Wheat,CWRS,SY SOVITE,SY SOVITE,2460,2021
Saskatchewan,Wheat,CWRS,SY TORACH,SY TORACH,11919,2021
Saskatchewan,Wheat,CWRS,WASKADA,WASKADA,8634,2021
Saskatchewan,Wheat,CWRS,WR859 CL,WR859 CL,6787,2021
Saskatchewan,Wheat,CWRW,AAC GOLDRUSH,AAC GOLDRUSH,1430,2021
Saskatchewan,Wheat,CWRW,AAC WILDFIRE,AAC WILDFIRE,8748,2021
Saskatchewan,Wheat,CWRW,CDC BUTEO,CDC BUTEO,1605,2021
Saskatchewan,Wheat,CWRW,EMERSON,EMERSON,6770,2021
Saskatchewan,Wheat,CWRW,MOATS,MOATS,1701,2021
Saskatchewan,Wheat,CWSP,AAC AWESOME,AAC AWESOME,9848,2021
Saskatchewan,Wheat,CWSP,AAC INNOVA,AAC INNOVA,1636,2021
Saskatchewan,Wheat,CWSP,ALDERON,ALDERON,685,2021
Saskatchewan,Wheat,CWSP,PASTEUR,PASTEUR,62138,2021
Saskatchewan,Wheat,CWSP,SPARROW,SPARROW,8996,2021
Saskatchewan,Wheat,CWSP,WPB WHISTLER,WPB WHISTLER,1318,2021
Saskatchewan,Wheat,CWSWS,AAC PARAMOUNT,AAC PARAMOUNT,3277,2021
Saskatchewan,Wheat,CWSWS,AC ANDREW,AC ANDREW,42032,2021
Saskatchewan,Wheat,CWSWS,AC CHIFFON,AC CHIFFON,3202,2021
Saskatchewan,Wheat,CWSWS,SADASH,SADASH,48607,2021
Saskatchewan,Wheat,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,551413,2021
Saskatchewan,Amber Durum,CWAD,AAC CABRI,AAC CABRI,7857,2021
Saskatchewan,Amber Durum,CWAD,AAC CONGRESS,AAC CONGRESS,76856,2021
Saskatchewan,Amber Durum,CWAD,AAC CURRENT,AAC CURRENT,11417,2021
Saskatchewan,Amber Durum,CWAD,AAC DONLOW,AAC DONLOW,898,2021
Saskatchewan,Amber Durum,CWAD,AAC GRAINLAND,AAC GRAINLAND,44865,2021
Saskatchewan,Amber Durum,CWAD,AAC MARCHWELL,AAC MARCHWELL,6830,2021
Saskatchewan,Amber Durum,CWAD,AAC RAYMORE,AAC RAYMORE,7906,2021
Saskatchewan,Amber Durum,CWAD,AAC SPITFIRE,AAC SPITFIRE,261764,2021
Saskatchewan,Amber Durum,CWAD,AAC STRONGHOLD,AAC STRONGHOLD,79762,2021
Saskatchewan,Amber Durum,CWAD,AAC SUCCEED,AAC SUCCEED,27891,2021
Saskatchewan,Amber Durum,CWAD,AC AVONLEA,AC AVONLEA,2250,2021
Saskatchewan,Amber Durum,CWAD,AC NAVIGATOR,AC NAVIGATOR,18038,2021
Saskatchewan,Amber Durum,CWAD,BRIGADE,BRIGADE,265716,2021
Saskatchewan,Amber Durum,CWAD,CDC ALLOY,CDC ALLOY,195321,2021
Saskatchewan,Amber Durum,CWAD,CDC CARBIDE,CDC CARBIDE,11323,2021
Saskatchewan,Amber Durum,CWAD,CDC CREDENCE,CDC CREDENCE,49050,2021
Saskatchewan,Amber Durum,CWAD,CDC DEFY,CDC DEFY,5489,2021
Saskatchewan,Amber Durum,CWAD,CDC DESIRE,CDC DESIRE,2777,2021
Saskatchewan,Amber Durum,CWAD,CDC DYNAMIC,CDC DYNAMIC,49319,2021
Saskatchewan,Amber Durum,CWAD,CDC FORTITUDE,CDC FORTITUDE,52795,2021
Saskatchewan,Amber Durum,CWAD,CDC PRECISION,CDC PRECISION,544980,2021
Saskatchewan,Amber Durum,CWAD,CDC VERONA,CDC VERONA,38861,2021
Saskatchewan,Amber Durum,CWAD,COMMANDER,COMMANDER,9975,2021
Saskatchewan,Amber Durum,CWAD,ENTERPRISE,ENTERPRISE,11142,2021
Saskatchewan,Amber Durum,CWAD,EUROSTAR,EUROSTAR,16255,2021
Saskatchewan,Amber Durum,CWAD,KYLE,KYLE,10983,2021
Saskatchewan,Amber Durum,CWAD,STRONGFIELD,STRONGFIELD,116205,2021
Saskatchewan,Amber Durum,CWAD,TRANSCEND,TRANSCEND,1163051,2021
Saskatchewan,Amber Durum,UNKNOWN CLASS,NON DESIGNATED,OAC AMBER,2303,2021
Saskatchewan,Amber Durum,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,459596,2021
Saskatchewan,Oat,,,AC MORGAN,113141,2021
Saskatchewan,Oat,,,AC MUSTANG,2050,2021
Saskatchewan,Oat,,,CALIBRE,1910,2021
Saskatchewan,Oat,,,CDC ARBORG,88825,2021
Saskatchewan,Oat,,,CDC BALER,3441,2021
Saskatchewan,Oat,,,CDC BIG BROWN,771,2021
Saskatchewan,Oat,,,CDC BOYER,1176,2021
Saskatchewan,Oat,,,CDC DANCER,15643,2021
Saskatchewan,Oat,,,CDC ENDURE,3683,2021
Saskatchewan,Oat,,,CDC HAYMAKER,13640,2021
Saskatchewan,Oat,,,CDC MINSTREL,7930,2021
Saskatchewan,Oat,,,CDC MORRISON,5621,2021
Saskatchewan,Oat,,,CDC NASSER,3164,2021
Saskatchewan,Oat,,,CDC ORRIN,5134,2021
Saskatchewan,Oat,,,CDC RUFFIAN,32214,2021
Saskatchewan,Oat,,,CDC SO-I,13063,2021
Saskatchewan,Oat,,,CS CAMDEN,279752,2021
Saskatchewan,Oat,,,DERBY,6067,2021
Saskatchewan,Oat,,,HARMON,578,2021
Saskatchewan,Oat,,,LEGGETT,6777,2021
Saskatchewan,Oat,,,ORE3541M,1814,2021
Saskatchewan,Oat,,,ORE3542M,11961,2021
Saskatchewan,Oat,,,PINNACLE,3135,2021
Saskatchewan,Oat,,,RONALD,412,2021
Saskatchewan,Oat,,,SOURIS,12428,2021
Saskatchewan,Oat,,,SUMMIT,57303,2021
Saskatchewan,Oat,,,SW BETANIA,1576,2021
Saskatchewan,Oat,,,TRIACTOR,31896,2021
Saskatchewan,Oat,,NOT SPECIFIED,NOT SPECIFIED,95862,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,AAC CONNECT,AAC CONNECT,107024,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,AAC SYNERGY,AAC SYNERGY,464384,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,AC METCALFE,AC METCALFE,173880,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,BENTLEY,BENTLEY,1004,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,BILL COORS 100,BILL COORS 100,582,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC BOW,CDC BOW,36172,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC CHURCHILL,CDC CHURCHILL,2548,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC COPELAND,CDC COPELAND,578838,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC COPPER,CDC COPPER,3305,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC FRASER,CDC FRASER,56516,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC MEREDITH,CDC MEREDITH,704,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC PLATINUM STAR,CDC PLATINUMSTAR,4749,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,CERVEZA,CERVEZA,1629,2021
Saskatchewan,Barley,CW_2_ROW_MALTING,NEWDALE,NEWDALE,14739,2021
Saskatchewan,Barley,CW_6_ROW_MALTING,CELEBRATION,CELEBRATION,4289,2021
Saskatchewan,Barley,CW_6_ROW_MALTING,LEGACY,LEGACY,37562,2021
Saskatchewan,Barley,CW_6_ROW_MALTING,STELLAR-ND,STELLAR-ND,892,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,AB ADVANTAGE,7730,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,AB CATTLELAC,4416,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,AC RANGER,1386,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,AC ROSSER,4163,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,AC SIRIUS,774,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,ALTORADO,10361,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,BRAHMA,5270,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC AUSTENSON,510154,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC CARTER,973,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC COALITION,3434,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC COWBOY,13839,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC MAVERICK,53147,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC MCGWIRE,2577,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC RICHARD,589,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CHAMPION,21876,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CLAYMORE,60772,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CONLON,4271,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,GADSBY,756,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,GOLDSTAR,1954,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,HAYBET,903,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,MANLEY,783,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,OREANA,39471,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,SIRISH,1191,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,STOCKFORD,879,2021
